ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
1046	2	4	53	1	1	10000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	11.6	0.28	3.87	13.4	1.15	3.8
1063	1	3	28	0	1	10000	1	1	2	1	1	8	1	0	0	1	0	0	0	1	28.8	0.53	9.62	25.5	2.43	10.5
1135	2	4	58	1	0	10000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1202	1	3	22	0	1	10000	1	1	2	1	1	5	0	0	3	0	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1506	1	4	24	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	1	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1627	2	3	51	1	1	9000	1	1	1	0	0	8	1	0	0	1	0	0	0	1	29.4	0.53	9.82	41.5	1.9	10.7
1680	1	4	55	1	1	16000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	18.9	0.43	6.31	20.1	1.45	10.8
1750	1	4	32	0	1	35000	1	1	2	1	1	9	0	0	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1767	1	3	30	0	1	5000	0	1	1	0	0	8	1	0	0	1	0	1	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1987	1	4	35	0	0	20000	1	1	2	1	0	9	0	0	3	0	0	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
2029	1	4	33	0	0	3000	0	1	3	1	0	11	0	0	0	1	0	0	0	1	27.5	0.53	9.19	37.1	1.7	10.7
2112	1	4	54	1	0	35000	1	1	3	1	0	6	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2138	1	5	31	0	1	10000	1	1	1	0	0	9	0	0	5	0	1	1	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2166	2	4	30	0	0	10000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2187	2	4	23	0	1	5000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2356	1	4	38	0	1	12000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2401	2	3	25	0	0	2000	0	1	1	0	0	2	0	1	0	1	0	0	1	0	9.7	0.25	3.24	11.8	1.23	3.8
2508	2	4	42	0	1	10000	1	1	2	1	0	11	0	0	5	0	1	0	0	0	18.9	0.4	6.31	20.4	1.22	7
2791	1	4	33	0	0	12000	1	1	1	0	0	11	0	0	2	1	0	1	0	0	14.2	0.3	4.74	15.8	1.37	3.8
3027	1	5	51	1	1	10000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3037	2	3	24	0	1	22000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
3122	1	4	31	0	0	10000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
3135	1	3	49	1	0	12000	1	1	1	0	1	2	0	1	2	1	0	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
3137	1	4	55	1	1	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3141	1	4	52	1	0	7000	0	1	1	0	0	10	0	0	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
3153	1	4	44	0	1	4000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3170	1	4	50	1	1	10000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3179	1	5	25	0	1	3000	0	1	2	1	0	3	0	0	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
3222	1	5	29	0	0	6000	0	1	3	1	0	8	1	0	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
3256	1	4	54	1	0	9000	1	1	3	1	1	8	1	0	5	0	1	0	0	0	10.1	0.28	3.37	12.1	1.28	11.85
3262	1	5	26	0	1	4000	0	1	3	1	1	10	0	0	5	0	1	1	0	0	12.4	0.25	4.14	21.1	1.37	10.7
3373	1	5	31	0	1	10000	1	1	1	0	0	10	0	0	5	0	1	0	0	0	12	0.32	4.01	11.3	1.18	10.5
3385	1	4	32	0	0	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	11.6	0.28	3.87	13.4	1.15	3.8
3475	1	4	30	0	1	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	6.8	0.15	2.27	6.6	0.62	3.8
3584	2	4	40	0	0	10000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
3639	2	4	42	0	0	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
3641	1	4	33	0	0	5000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
3657	2	3	25	0	0	10000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
3663	2	3	23	0	0	9000	1	1	2	1	0	6	0	1	1	1	0	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
3694	2	4	39	0	0	5000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
3702	1	5	29	0	0	6000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	23.4	0.48	7.82	34	1.65	10.7
3733	2	4	28	0	0	8000	1	1	1	0	0	11	0	0	5	0	1	0	0	0	9.3	0.23	3.11	9.8	1.02	3.8
3741	1	5	61	1	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	5.5	0.18	1.84	6.4	0.67	3.8
3756	1	4	57	1	1	10000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	7.4	0.17	2.47	9	0.83	3.8
3773	2	4	55	1	0	12000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
3780	1	3	36	0	1	18000	1	1	1	0	0	8	1	0	0	1	0	0	0	1	13.1	0.38	4.38	14.7	1.33	3.8
3808	1	3	30	0	0	30000	1	1	2	1	0	9	0	0	5	0	1	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
3883	1	4	38	0	0	5000	0	1	1	0	0	9	0	0	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
3914	1	4	26	0	0	8000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
4021	1	4	54	1	1	6000	0	1	2	1	1	11	0	0	5	0	1	0	0	0	5.5	0.18	1.84	6.4	0.67	3.8
4226	2	4	41	0	1	7000	0	1	2	1	0	11	0	0	2	1	0	0	0	0	12.6	0.27	4.21	12.5	1.17	3.8
4409	1	4	35	0	1	20000	1	1	2	1	1	9	0	0	2	1	0	0	0	0	14.2	0.27	4.74	19	1.58	3.8
4585	1	4	26	0	0	24000	1	1	2	1	0	6	0	1	0	1	0	0	0	1	14.7	0.33	4.91	12.3	1.25	3.8
4600	2	4	47	1	0	12000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
4619	1	4	44	0	1	6000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
4646	1	4	33	0	0	10000	1	1	3	1	0	9	0	0	5	0	1	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
4647	1	4	33	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
4648	1	4	52	1	0	16000	1	1	1	0	0	6	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
4653	2	4	59	1	0	20000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
